"countyFIPS","date","aerosols","pm25","State","deaths","cases","death_rate","case_rate"
"06001",2020-05-03,-1.42408943176095,3.73846153846154,"CA",63,1749,3.76945532567197e-05,0.0010464725975556
"06001",2020-05-04,-1.21124897575071,5.47115384615384,"CA",63,1776,3.76945532567197e-05,0.00106262740609419
"06001",2020-05-05,-1.3254410028452,4.59807692307692,"CA",66,1809,3.94895319832301e-05,0.00108237217208581
"06001",2020-05-06,-1.09177219867495,5.59807692307692,"CA",66,1863,3.94895319832301e-05,0.001114681789163
"06001",2020-05-07,-1.4174313545211,9.36730769230769,"CA",67,1917,4.00878582254003e-05,0.00114699140624018
"06001",2020-05-08,-1.86826384067722,11.3057692307692,"CA",70,1961,4.18828369519107e-05,0.00117331776089567
"06001",2020-05-09,-1.1811317205439,8.73653846153847,"CA",71,2023,4.24811631940809e-05,0.00121041398791022
"06001",2020-05-10,-1.16719227450464,8.33461538461538,"CA",71,2064,4.24811631940809e-05,0.0012349453638392
"06001",2020-05-11,-2.14332652092365,5.73461538461538,"CA",71,2101,4.24811631940809e-05,0.00125708343479949
"06001",2020-05-12,-1.60778235583562,3.38076923076923,"CA",74,2133,4.42761419205913e-05,0.00127622987454894
"06001",2020-05-13,-2.05885682068492,4.1076923076923,"CA",76,2178,4.54727944049316e-05,0.00130315455544659
"06001",2020-05-14,-1.20468262255261,3.18653846153846,"CA",79,2234,4.72677731314421e-05,0.00133666082500812
"06001",2020-05-15,-1.25675147771834,2.97884615384616,"CA",82,2300,4.90627518579526e-05,0.00137615035699135
"06001",2020-05-16,-0.858716113301419,3.40961538461538,"CA",83,2351,4.96610781001227e-05,0.00140666499534203
"06001",2020-05-17,-2.00764334201879,1.95961538461538,"CA",83,2392,4.96610781001227e-05,0.00143119637127101
"06001",2020-05-18,-2.19468664115145,3.61538461538461,"CA",83,2457,4.96610781001227e-05,0.00147008757701207
"06001",2020-05-19,-2.10472867975155,3.88076923076923,"CA",86,2522,5.14560568266332e-05,0.00150897878275313
"06001",2020-05-20,-1.22212877026444,3.95961538461539,"CA",88,2560,5.26527093109735e-05,0.00153171517995559
"06001",2020-05-21,-1.04976278989357,5.51923076923077,"CA",90,2609,5.38493617953138e-05,0.00156103316582193
"06001",2020-05-22,-1.08856928348408,6.88653846153846,"CA",90,2708,5.38493617953138e-05,0.00162026746379677
"06001",2020-05-23,-1.46123909950195,8.71538461538462,"CA",92,2767,5.50460142796541e-05,0.00165556871208481
"06001",2020-05-24,-1.31736514917713,10.7596153846154,"CA",93,2847,5.56443405218243e-05,0.00170343481145843
"06001",2020-05-25,-1.31545045863007,10.6980769230769,"CA",93,2874,5.56443405218243e-05,0.00171958961999702
"06001",2020-05-26,-1.09362256526736,11.2596153846154,"CA",93,2986,5.56443405218243e-05,0.00178660215912008
"06001",2020-05-27,-1.03211450576885,11.3346153846154,"CA",93,3049,5.56443405218243e-05,0.0018242967123768
"06001",2020-05-28,-1.07297897338898,6.70576923076923,"CA",94,3097,5.62426667639944e-05,0.00185301637200096
"06001",2020-05-29,-2.39421935686152,3.91923076923077,"CA",95,3195,5.68409930061646e-05,0.00191165234373364
"06001",2020-05-30,-0.86500215530449,3.58653846153846,"CA",95,3289,5.68409930061646e-05,0.00196789501049763
"06001",2020-05-31,-1.55388853571347,4.44230769230769,"CA",96,3390,5.74393192483347e-05,0.00202832596095682
"06001",2020-06-01,-1.02655494212979,4.76555944055944,"CA",96,3470,5.74393192483347e-05,0.00207619206033043
"06001",2020-06-02,-1.77132058143596,9.08076923076923,"CA",97,3515,5.80376454905049e-05,0.00210311674122809
"06001",2020-06-03,-1.05787920951799,11.6730769230769,"CA",97,3548,5.80376454905049e-05,0.0021228615072197
"06001",2020-06-04,-1.19365311152342,13.925,"CA",97,3641,5.80376454905049e-05,0.00217850584774153
"06001",2020-06-05,-1.08933582901967,11.1807692307692,"CA",101,3725,6.04309504591855e-05,0.00222876525208382
"06001",2020-06-06,-1.03288292493518,5.825,"CA",101,3805,6.04309504591855e-05,0.00227663135145743
"06001",2020-06-07,-1.46164560318139,4.39038461538462,"CA",101,3874,6.04309504591855e-05,0.00231791586216717
"06001",2020-06-08,-1.21820056438395,3.80192307692308,"CA",102,3945,6.10292767013556e-05,0.00236039702536125
"06001",2020-06-09,NA,5.63076923076923,"CA",102,3985,6.10292767013556e-05,0.00238433007504806
"06001",2020-06-10,-1.48122400045332,6.1,"CA",105,4033,6.28242554278661e-05,0.00241304973467223
"06001",2020-06-11,NA,3.74615384615384,"CA",108,4119,6.46192341543766e-05,0.00246450579149886
"06001",2020-06-12,NA,4.24807692307692,"CA",109,4216,6.52175603965467e-05,0.00252254343698937
"06001",2020-06-13,-0.987451612948954,3.13461538461539,"CA",109,4270,6.52175603965467e-05,0.00255485305406655
"06001",2020-06-14,-1.56521191913354,2.90961538461538,"CA",112,4320,6.70125391230572e-05,0.00258476936617506
"06001",2020-06-15,-1.35046034864202,3.99038461538461,"CA",112,4373,6.70125391230572e-05,0.00261648065701008
"06001",2020-06-16,-1.12095659971061,4.86538461538461,"CA",112,4481,6.70125391230572e-05,0.00268109989116446
"06001",2020-06-17,-1.00081822463863,6.06538461538462,"CA",116,4533,6.94058440917378e-05,0.0027122128557573
"06001",2020-06-18,-1.10313630104018,8.55576923076923,"CA",117,4638,7.00041703339079e-05,0.00277503711118517
"06001",2020-06-19,-1.28080921028953,8.80769230769231,"CA",118,4702,7.06024965760781e-05,0.00281332999068406
"06001",2020-06-20,-1.47665596008238,6.89615384615384,"CA",118,4805,7.06024965760781e-05,0.00287495759362759
"06001",2020-06-21,-1.19286306430879,4.6923076923077,"CA",118,4805,7.06024965760781e-05,0.00287495759362759
"06001",2020-06-22,-1.14436609903873,6.51730769230769,"CA",120,5007,7.17991490604184e-05,0.00299581949454596
"06001",2020-06-23,-1.10292702742432,6.34038461538461,"CA",120,5140,7.17991490604184e-05,0.00307539688475459
"06001",2020-06-24,-1.21509850025039,6.65576923076923,"CA",122,5275,7.29958015447587e-05,0.00315617092744756
"06001",2020-06-25,-1.26344394683964,5.42692307692307,"CA",128,5382,7.65857589977796e-05,0.00322019183535976
"06001",2020-06-26,-1.39537334442284,6.39038461538462,"CA",130,5493,7.77824114821199e-05,0.00328660604824065
"06001",2020-06-27,-1.24796724319583,6.00961538461539,"CA",130,5608,7.77824114821199e-05,0.00335541356609022
"06001",2020-06-28,-0.753246605395417,9.26923076923077,"CA",133,5670,7.95773902086304e-05,0.00339250979310477
"06001",2020-06-29,-1.23086512088899,11.4596153846154,"CA",133,5762,7.95773902086304e-05,0.00344755580738442
"06001",2020-06-30,-1.18937110900734,12.7269230769231,"CA",135,5964,8.07740426929707e-05,0.00356841770830279
"06001",2020-07-01,-1.46163687890472,10.3980769230769,"CA",136,6156,8.13723689351408e-05,0.00368329634679946
"06001",2020-07-02,-1.03654192716276,8.77307692307692,"CA",138,6384,8.25690214194811e-05,0.00381971473001426
"06001",2020-07-03,-0.858908474444293,9.05192307692308,"CA",140,6472,8.37656739038215e-05,0.00387236743932523
"06001",2020-07-04,NA,14.2211538461539,"CA",140,6556,8.37656739038215e-05,0.00392262684366752
"06001",2020-07-05,-1.39299530919794,23.0576923076923,"CA",140,6855,8.37656739038215e-05,0.0041015263900764
"06001",2020-07-06,-1.09158307313873,10.5923076923077,"CA",140,6887,8.37656739038215e-05,0.00412067282982584
"06001",2020-07-07,-1.177998960018,9.05961538461538,"CA",140,6887,8.37656739038215e-05,0.00412067282982584
"06001",2020-07-08,-0.934219092093543,9.96538461538463,"CA",142,7245,8.49623263881618e-05,0.00433487362452276
"06001",2020-07-09,-1.03231747377063,11.2834008097166,"CA",146,7407,8.73556313568424e-05,0.00443180247575433
"06001",2020-07-10,-2.13776016235261,7.65,"CA",147,7485,8.79539575990125e-05,0.0044784719226436
"06001",2020-07-11,-1.27296919557759,9.03846153846154,"CA",148,7725,8.85522838411827e-05,0.00462207022076443
"06001",2020-07-12,-1.07413552790197,11.6384615384615,"CA",148,7725,8.85522838411827e-05,0.00462207022076443
"06001",2020-07-13,-0.927579132020476,10.7552884615385,"CA",148,7976,8.85522838411827e-05,0.00477225010754914
"06001",2020-07-14,-1.14882629551906,10.1307692307692,"CA",152,8321,9.09455888098633e-05,0.00497867266109784
"06001",2020-07-15,NA,6.79807692307693,"CA",154,8478,9.21422412942036e-05,0.00507260988111856
"06001",2020-07-16,-1.68136733770105,5.03461538461539,"CA",154,8627,9.21422412942036e-05,0.00516176049120191
"06001",2020-07-17,-1.36140954494364,5.40384615384616,"CA",161,8858,9.63305249893947e-05,0.00529997385314322
"06001",2020-07-18,-1.42586767673647,5.2826923076923,"CA",162,9110,9.69288512315648e-05,0.0054507520661701
"06001",2020-07-19,-1.10709559917403,4.56346153846154,"CA",162,9237,9.69288512315648e-05,0.00552673949892571
"06001",2020-07-20,-1.24043638716863,3.67692307692307,"CA",162,9256,9.69288512315648e-05,0.00553810769752694
"06001",2020-07-21,-2.22660983784696,2.475,"CA",167,9383,9.99204824424156e-05,0.00561409513028255
"06001",2020-07-22,-1.37297219037952,2.76730769230769,"CA",171,9643,0.000102313787411096,0.00576965995324679
"06001",2020-07-23,-1.30914100882056,3.6,"CA",173,9869,0.000103510439895437,0.00590488168397724
"06001",2020-07-24,-1.46077036857868,6.80153846153846,"CA",178,10214,0.000106502071106287,0.00611130423752594
"06001",2020-07-25,NA,8,"CA",178,10330,0.000106502071106287,0.00618071008161768
"06001",2020-07-26,NA,7.67115384615384,"CA",178,10370,0.000106502071106287,0.00620464313130449
"06001",2020-07-27,NA,5.9673076923077,"CA",178,10438,0.000106502071106287,0.00624532931577206
"06001",2020-07-28,-1.38864894469294,7.31153846153846,"CA",181,10633,0.000108297049832798,0.00636200293299524
"06001",2020-07-29,-1.28326022719846,4.88653846153846,"CA",181,10773,0.000108297049832798,0.00644576860689906
"06001",2020-07-30,-1.44078638353028,4.725,"CA",182,11131,0.000108895376074968,0.00665996940159598
"06001",2020-07-31,-1.16926860405596,5.12884615384615,"CA",182,11131,0.000108895376074968,0.00665996940159598
"06001",2020-08-01,-1.56596696376846,3.93653846153846,"CA",189,11484,0.000113083659770159,0.00687117856508204
"06001",2020-08-02,-1.5286047155657,3.73269230769231,"CA",189,11524,0.000113083659770159,0.00689511161476885
"06001",2020-08-03,-1.23267865181005,6.38461538461539,"CA",189,11846,0.000113083659770159,0.00708777266474763
"06001",2020-08-04,-1.21634173393285,4.7,"CA",192,11909,0.000114878638496669,0.00712546721800435
"06001",2020-08-05,NA,6.16923076923077,"CA",193,12136,0.00011547696473884,0.00726128727497698
"06001",2020-08-06,-1.1835726499543,6.34038461538461,"CA",193,12136,0.00011547696473884,0.00726128727497698
"06001",2020-08-07,-1.24883874199052,8.14807692307692,"CA",193,12136,0.00011547696473884,0.00726128727497698
"06001",2020-08-08,-1.31596708297861,9.9673076923077,"CA",193,12136,0.00011547696473884,0.00726128727497698
"06001",2020-08-09,-1.45717275142815,8.32307692307693,"CA",205,13199,0.000122656879644881,0.00789730807040385
"06001",2020-08-10,-1.23869857093708,7.00576923076923,"CA",205,13218,0.000122656879644881,0.00790867626900509
"06001",2020-08-11,-1.19951177372817,5.76538461538462,"CA",205,13664,0.000122656879644881,0.00817552977301297
"06001",2020-08-12,-1.39971542358439,5.41538461538461,"CA",212,14099,0.000126845163340072,0.00843580168835699
"06001",2020-08-13,-1.55318561256294,8.93269230769231,"CA",216,14229,0.000129238468308753,0.00851358409983911
"06001",2020-08-14,-1.45354104042198,11.4153846153846,"CA",219,14558,0.000131033447035264,0.00871043343351309
"06001",2020-08-15,-1.29071386961215,10.0788461538462,"CA",219,14558,0.000131033447035264,0.00871043343351309
"06001",2020-08-16,-0.272563596567501,12.5673076923077,"CA",221,15123,0.000132230099519604,0.00904848776033923
"06001",2020-08-17,-1.69901132583426,8.86538461538461,"CA",221,15130,0.000132230099519604,0.00905267604403442
"06001",2020-08-18,-0.684746457901807,10.775,"CA",224,15437,0.000134025078246114,0.00923636220038065
"06001",2020-08-19,-1.05910751691983,27.498076923077,"CA",228,15836,0.000136418383214795,0.00947509437100655
"06001",2020-08-20,-1.01499926017941,35.2480769230769,"CA",231,16184,0.000138213361941305,0.00968331190328176
"06001",2020-08-21,-1.41001284122721,37.7038461538462,"CA",233,16469,0.000139410014425646,0.00985383488230025
"06001",2020-08-22,-1.66158771514822,41.7423076923077,"CA",233,16693,0.000139410014425646,0.00998785996054637
"06001",2020-08-23,0.822719901800321,29.0884615384616,"CA",234,16723,0.000140008340667816,0.0100058097478115
"06001",2020-08-24,0.389868399128742,29.2884615384615,"CA",234,16733,0.000140008340667816,0.0100117930102332
"06001",2020-08-25,-1.43936150675878,26.6980769230769,"CA",240,17275,0.000143598298120837,0.0103360858334894
"06001",2020-08-26,-1.53841089334801,14.6057692307692,"CA",243,17385,0.000145393276847347,0.0104019017201281
"06001",2020-08-27,-1.18567249038077,8.86730769230769,"CA",244,17621,0.000145991603089517,0.0105431067132803
"06001",2020-08-28,-1.08574175834764,23.3442307692308,"CA",247,17847,0.000147786581816028,0.0106783284440107
"06001",2020-08-29,-0.00160592794418493,20.4461538461538,"CA",247,17847,0.000147786581816028,0.0106783284440107
"06001",2020-08-30,-0.368688973621508,13.4461538461538,"CA",257,18040,0.000153769844237729,0.0107938054087496
"06001",2020-08-31,-0.201388408434838,19.5153846153846,"CA",257,18187,0.000153769844237729,0.0108817593663486
"06001",2020-09-01,0.446759105707952,18.723076923077,"CA",257,18445,0.000153769844237729,0.0110361275368285
"06001",2020-09-02,-1.28984367847377,13.6653846153846,"CA",274,18695,0.000163941390354622,0.011185709097371
"06001",2020-09-03,-1.10546374321128,16.7557692307692,"CA",295,18852,0.000176506241440195,0.0112796463173917
"06001",2020-09-04,-1.29504740238135,16.8269230769231,"CA",296,18977,0.000177104567682365,0.011354437097663
"06001",2020-09-05,-1.29558491706885,21.0403846153846,"CA",299,19131,0.000178899546408876,0.0114465793389572
"06001",2020-09-06,-1.27636265754544,29.0634615384615,"CA",299,19131,0.000178899546408876,0.0114465793389572
"06001",2020-09-07,-1.11184001917261,31.3884615384615,"CA",300,19350,0.000179497872651046,0.0115776127859925
"06001",2020-09-08,5.098140478132,19.3980769230769,"CA",300,19350,0.000179497872651046,0.0115776127859925
"06001",2020-09-09,7.861043288509,23.1442307692308,"CA",303,19596,0.000181292851377556,0.0117248010415663
"06001",2020-09-10,5.15601076517895,58.8458333333334,"CA",303,19710,0.000181292851377556,0.0117930102331737
"06001",2020-09-11,5.74804441810397,NA,"CA",320,19819,0.000191464397494449,0.0118582277935703
"06001",2020-09-12,1.05429029464827,NA,"CA",320,19837,0.000191464397494449,0.0118689976659293
"06001",2020-09-13,1.81308221816811,NA,"CA",332,19991,0.000198644312400491,0.0119611399072235
"06001",2020-09-14,NA,NA,"CA",333,20022,0.000199242638642661,0.0119796880207308
"06003",2020-03-15,-1.30568861961365,NA,"CA",0,0,0,0
"06003",2020-03-16,-0.694473735716196,NA,"CA",0,0,0,0
"06003",2020-03-17,-0.906541496515274,NA,"CA",0,0,0,0
"06003",2020-03-18,-0.216062331871569,NA,"CA",0,0,0,0
"06003",2020-03-19,-0.686120748519897,NA,"CA",0,0,0,0
"06003",2020-03-20,-0.706663608551025,NA,"CA",0,0,0,0
"06003",2020-03-21,-1.30288273113587,NA,"CA",0,0,0,0
"06003",2020-03-22,-0.817703692899399,NA,"CA",0,0,0,0
"06003",2020-03-23,-0.740139976143837,NA,"CA",0,0,0,0
"06003",2020-03-24,-0.929667353630066,NA,"CA",0,0,0,0
"06003",2020-03-25,-1.05989005597853,NA,"CA",0,0,0,0
"06003",2020-03-26,-1.27684172260674,NA,"CA",0,0,0,0
"06003",2020-03-27,-1.10642659664154,NA,"CA",0,0,0,0
"06003",2020-03-28,-0.947202522985685,NA,"CA",0,0,0,0
"06003",2020-03-29,-0.885739227605467,NA,"CA",0,0,0,0
"06003",2020-03-30,-0.81450879573822,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-03-31,-0.876645684242249,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-01,-0.363640394567525,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-02,-0.851384669542313,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-03,-0.968151092529297,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-04,-1.86984980106354,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-05,-0.702496469020844,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-06,-0.804327827973993,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-07,-0.90914985537529,NA,"CA",0,1,0,0.000885739592559787
"06003",2020-04-08,-0.599790509896169,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-09,-0.901150703430176,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-10,0.224390637283025,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-11,-0.157553403723397,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-12,-1.66184726553258,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-13,-0.582391201505906,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-14,0.370613719895406,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-15,-0.917490780353546,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-16,-0.863019179780692,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-17,-0.739250313806053,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-18,-0.975013947357146,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-19,-0.815844402839789,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-20,-1.32659268719473,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-21,0.451795113817641,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-22,-0.643389972890862,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-23,-0.777521997690201,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-24,-0.822054803371429,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-25,-0.187380841331343,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-26,0.0530166627913879,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-27,-0.787172246783312,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-28,-0.135454326868,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-29,-1.18841910362057,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-04-30,-0.147537916898547,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-01,0.776003241540396,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-02,-0.332638740539646,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-03,-1.51213872432645,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-04,-0.878544867038031,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-05,-0.280743062496466,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-06,0.280342161655307,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-07,-0.291796147823651,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-08,-1.1291491624203,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-09,-1.25700946647183,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-10,-1.22118502855286,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-11,0.0369525440037357,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-12,-2.3322069881747,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-13,-1.61036906136017,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-14,-1.09215795993671,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-15,-1.41568428277994,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-16,-0.615432500838973,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-17,-0.33745667338381,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-18,-1.51504154089467,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-19,-2.23315238953038,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-20,-2.08260750770602,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-21,-0.910347902540959,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-22,-0.993162702139814,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-23,-0.209165722131473,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-24,-2.23506082618882,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-25,-1.4506597555907,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-26,-1.45312982320696,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-27,-0.791426203130888,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-28,-0.847554104008133,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-29,-1.85702086314821,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-30,-2.12706494331742,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-05-31,-1.8355093598353,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-01,-0.944494307040769,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-02,-0.453010797501103,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-03,-1.40704655647418,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-04,-1.49436748027738,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-05,-1.95187979936517,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-06,-1.74983423733474,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-07,-1.17669772532729,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-08,-0.818427075542182,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-09,NA,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-10,-1.94491994381015,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-11,NA,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-12,NA,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-13,-1.2313246727002,NA,"CA",0,2,0,0.00177147918511957
"06003",2020-06-14,-1.39379191398562,NA,"CA",0,2,0,0.00177147918511957
