"date","FIPS","hospitalizations","aerosols","pm25"
2020-06-08,"7",4,-2.15185064275839,1.70978690180425
2020-06-08,"9",4,-1.41971957342823,2.13607591858643
2020-06-09,"1",37,NA,2.79428359756136
2020-06-09,"2",15,NA,2.82542132309526
2020-06-09,"3",3,0.428504613186394,3.23820642547574
2020-06-09,"5",0,NA,2.52449208811945
2020-06-09,"6",0,NA,3.24230769230769
2020-06-09,"7",4,NA,2.05491098764356
2020-06-09,"9",2,NA,2.60040575891868
2020-06-10,"1",37,-1.77501214848799,2.50069700300887
2020-06-10,"2",20,-1.79774128773458,2.46977122724809
2020-06-10,"3",2,-1.84722656074587,3.60386337407995
2020-06-10,"5",0,-1.64447522471132,2.21748408757675
2020-06-10,"6",0,-1.68900228503381,2.79615384615385
2020-06-10,"7",4,-1.75733352451414,2.17234502306564
2020-06-10,"9",2,-1.50555920297971,2.58073509730589
2020-06-11,"1",40,NA,2.95778351925032
2020-06-11,"2",16,NA,2.58254040139875
2020-06-11,"3",1,NA,3.33315625550443
2020-06-11,"5",0,NA,2.25135065740922
2020-06-11,"6",0,NA,3.09230769230769
2020-06-11,"7",3,NA,3.08248164535351
2020-06-11,"9",3,NA,3.10196106803817
2020-06-12,"1",41,NA,3.37461444255675
2020-06-12,"2",16,NA,2.9773607048204
2020-06-12,"3",0,NA,3.91649607519084
2020-06-12,"5",0,NA,2.5566119762979
2020-06-12,"6",0,NA,3.03846153846154
2020-06-12,"7",2,NA,3.08475017822472
2020-06-12,"9",3,NA,4.13550801821172
2020-06-13,"1",38,-1.38736852911147,3.17832645047648
2020-06-13,"2",22,-1.15265236894332,2.64633026020281
2020-06-13,"3",0,-0.903548267742464,3.99480897124646
2020-06-13,"5",0,-2.35914775469884,2.11123388026196
2020-06-13,"6",0,-0.758511991184652,2.38461538461538
2020-06-13,"7",2,-1.73183231484234,1.79580472570536
2020-06-13,"9",3,-0.723955740099183,2.42166117989506
2020-06-14,"1",38,-2.03485520150098,2.70621417545037
2020-06-14,"2",26,-2.46377431703975,2.12684507135289
2020-06-14,"3",0,-2.3798522969104,4.04009596682233
2020-06-14,"5",0,-2.04936594753791,2.37719174441959
2020-06-14,"6",0,-1.69863525334813,2.20769230769231
2020-06-14,"7",1,-1.52577992331954,1.64010106306226
2020-06-14,"9",4,-1.62511422081268,1.75673014630257
2020-06-15,"1",41,-1.00349067765833,2.62451716893199
2020-06-15,"2",28,-1.17462050214957,2.14982325567601
2020-06-15,"3",0,-1.14141676448668,3.72772173693536
2020-06-15,"5",0,-1.06856503867387,2.01719746319025
